PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"449005","Händel, Peter [u1htctiy] (Institutionen för tekonologi, Uppsala universitet)","Identifiering av dämpade sinussignaler i brus med en modifierad Yule-Walker metod","Konferensbidrag","Refereegranskat","swe","","","","","","","REglermöte'90, Linköping, Sverige, 24-25 oktober, 1990","","","1990","","","","","","","","","","","","","","","urn:nbn:se:kth:diva-44024","","","","Elektroteknik och elektronik (202)","","","QC 20111102","","","","","","","","","","","","","","2011-10-19","2011-11-02","2022-06-24"
"449002","Händel, Peter [u1htctiy] (Uppsala universitet)","Indirekt skattning av parametervärden i energimodeller för byggnader","Konferensbidrag","Refereegranskat","swe","","","","","","","Reglermöte'92, Göteborg, Sverige, 4-5 november, 1992","","","1992","","","","","","","","","","","","","","","urn:nbn:se:kth:diva-44023","","","","Elektroteknik och elektronik (202)","","","QC 20111102","","","","","","","","","","","","","","2011-10-19","2011-11-02","2022-06-24"
"448999","Händel, Peter [u1htctiy] (Avdelningen för systemteknik, Uppsala universitet);Carlsson, Bengt (Avdelningen för systemteknik, Uppsala universitet)","Identifiering av termiskt nätverk","Konferensbidrag","Refereegranskat","swe","","","","","","","Reglermöte'96, 6-7 juni 1996 i Luleå","","","1996","","","","","","","","","http://www.sm.luth.se/csee/ac/regler96.html","","","","","","urn:nbn:se:kth:diva-44022","","","","Elektroteknik och elektronik (202)","","","QC 20111102","","","","","","","","","","","","","","2011-10-19","2011-11-02","2022-06-24"
"837976","Håkansson, Lars [lha];Claesson, Ingvar [icl];Ståhl, Jan-Eric;Andersson, Mats","Adaptiv reglering av verktygsvibrationer i svarvoperationen (Active Control of Tool Vibration In Turning)","Konferensbidrag","Refereegranskat","swe","","","","published","","","","","","1998","","","Lund","","","","","","","","","","","","urn:nbn:se:bth-9971","oai:bth.se:forskinfo5E8CBF3E67FCC9CAC1256C6F005BA897","","","Signalbehandling (20205)","","","","<p>I svarvoperationen är relativ dynamisk rörelse mellan verktyg och arbetsstycke ett vanligt förekommande problem. Rörelsen påverkar bearbetningsresultatet, speciellt arbetsstyckets yta, men även verktygets livslängd påverkas. Arbetsmiljöproblem som buller förekommer också på grund av vibrationer i svarvoperationen. Problemet kan delvis lösas med lämplig konstruktion som ökar styvheten i maskinstrukturen, vilken dock begränsas av den dynamiska styvheten i strukturen hos verktygshållare samt arbetsstycke. Med aktiv reglering av verktygshållarens respons, dvs. aktiv reglering av verktygsvibrationer, kan en ytterligare ökning av den dynamiska styvheten i det skärtekniska systemet erhållas. Regleringen av verktygsvibrationer har utförts med en återkopplad regulator som är baserad på den så kallade &quot;filtered-x LMS&quot;-algoritmen samt aktuatorer baserade på magnetostriktiv teknik. Verktygshållarens respons, verktygsvibrationerna, detekteras med en givare (accelerometer) som är monterad på verktygshållaren. Genom att introducera motvibrationer i verktygshållaren med en sekundär vibrationskälla, aktuator, via regulatorn som matas med de uppmätta vibrationerna, modifieras verktygshållarens respons. Med aktiv reglering av verktygsvibrationer uppmättes en reduktion av vibrationerna med ca 30 dB vid 1.7 kHz. Vidare erhölls en signifikant förbättring av arbetsstyckets yta och en avsevärd reducering av bullernivån erhölls.</p>","","","","","","","","","","","","","2002-11-12","2012-09-18","2015-06-30"
"1012116","Ilar, Torbjörn [ilar] (Luleå tekniska universitet [873550], Institutionen för teknikvetenskap och matematik [875002], Produkt- och produktionsutveckling [875049]);Kinnander, Anders [bib-andkin] (Luleå tekniska universitet [873550])","Modelling the impact of supporting processes on manufacturing system performance : experiences from an industrial case study","Konferensbidrag","Refereegranskat","swe","","","","","","","New supporting tools for designing products and production systems : The 32nd CIRP International Seminar on Manufacturing Systems : proceedings : May 24-26,1999, Leuven, Belgium","505","510","1999","","","Heverlee","Katholieke Univ. Leuven","","","","9073802687","","","","","","","urn:nbn:se:ltu:diva-38615","d0f3efd9-4df0-4d0d-a670-7126a7553f63","","","Bearbetnings-, yt- och fogningsteknik (20505)","Manufacturing Systems Engineering","","<p>Godkänd; 1999; 20130905 (andbra)</p>","","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2023-05-04"
"1470278","Jansson, Johan (Department of Materials and Manufacturing, School of Engineering, Jönköping University, Sweden);Olofsson, Jakob (Department of Materials and Manufacturing, School of Engineering, Jönköping University, Sweden);Salomonsson, Kent [salk] (Department of Materials and Manufacturing, School of Engineering, Jönköping University, Sweden)","On the use of heterogeneous thermomechanical and thermophysical material properties in finite element analyses of cast components","Konferensbidrag","Refereegranskat","swe","","","","","","","Joint 5th International Conference on Advances in Solidification Processes (ICASP-5) &amp; 5th International Symposium on Cutting Edge of Computer Simulation of Solidification, Casting and Refining (CSSCR-5) 17–21 June 2019, Salzburg, Austria","","","2019","","","","Institute of Physics Publishing (IOPP)","IOP Conference Series: Materials Science and Engineering","1757-8981","1757-899X","","","","10.1088/1757-899X/529/1/012076","000561759900076","","2-s2.0-85067891373","urn:nbn:se:his:diva-19102","","","Cast iron;Cutting tools;Cylinder heads;Microstructure;Refining;Solidification;Structural analysis;Experimental methods;Heterogeneous distributions;Integrated simulations;Material scientists;Microstructural features;Microstructure modelling;Strength-differential effects;Thermophysical material properties;Finite element method","Metallurgi och metalliska material (20506)","","","<p>CC BY 3.0</p>","<p>Cast components generally show a heterogeneous distribution of material properties, caused by variations in the microstructure that forms during solidification. Variations caused by the casting process are not commonly considered in structural analyses, which might result in manufacturing of sub-optimised components with unexpected in-use behaviour. In this paper, we present a methodology which can be used to consider both thermomechanical and thermophysical variations using finite element analyses in cast components. The methodology is based on process simulations including microstructure modelling and correlations between microstructural features and material properties. Local material data are generated from the process simulation results, which are integrated into subsequent structural analyses. In order to demonstrate the methodology, it is applied to a cast iron cylinder head. The heterogeneous distribution of material properties in this component is investigated using experimental methods, demonstrating local variations in both mechanical and physical behaviour. In addition, the strength-differential effect on tensile and compressive behaviour of cast iron is considered in the modelling. The integrated simulation methodology presented in this work is relevant to both design engineers, production engineers as well as material scientists, in order to study and better understand how local variations in microstructure might influence the performance and behaviour of cast components under in-use conditions.</p>","","","","","","","","","","","","","2020-09-24","2020-09-24","2020-09-24"
"1005370","Johansson, Charlotta [chjo] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Arkitektur och vatten [875036]);Leden, Lars [lale];Rosander, Peter [petros]","Tessins väg, Malmö : ett exempel på hur barn medverkar i processen om gatumiljöns förnyelse","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Transportforum 2007, den 10-11 januari 2007 i Linköping","","","2007","","","","VTI","","","","","","","","","","","urn:nbn:se:ltu:diva-32136","685052b0-78d3-11dd-955a-000ea68e967b","","","Transportteknik och logistik (20105)","Traffic Engineering","","Godkänd; 2007; 20080902 (andbra)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1003239","Johansson, Charlotta [chjo] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Arkitektur och vatten [875036]);Rosander, Peter [petros];Leden, Lars [lale]","Utvärdering av trafiksäkerhetshöjande åtgärder för skolbarn i Region Norr","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Transportforum 2007, den 10-11 januari 2007 i Linköping","","","2007","","","","VTI","","","","","","","","","","","urn:nbn:se:ltu:diva-30012","3accc0c0-78d4-11dd-955a-000ea68e967b","","","Transportteknik och logistik (20105)","Traffic Engineering","","Godkänd; 2007; 20080902 (andbra)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1002966","Johansson, Daniel [dan930] (Luleå tekniska universitet [873550]);Ouchterlony, Finn [finn] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Geoteknologi [875041]) (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Mining and Geotechnical Engineering - Swedish Blasting Research Centre [875042]);Nyberg, Ulf [ulny] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Mining and Geotechnical Engineering - Swedish Blasting Research Centre [875042])","Modellförsök med sprängning mot rasmassor : inverkan på styckefall och svällning","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Bergsprängningskommittén : diskussionsmöte BK 2007 : protokoll från Bergsprängningskommitténs diskussionsmöte i Stockholm den 13 mars 2007","105","120","2007","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-29740","34e38da0-d3ae-11db-b6e3-000ea68e967b","","","Annan samhällsbyggnadsteknik (20199)","Mining and Rock Engineering","","<p>Godkänd; 2007; 20070316 (dan930)</p>","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2022-10-07"
"1766194","Johnsson, Mikael [mjn12] (Mälardalens universitet [886050], Akademin för innovation, design och teknik [886053], Innovation och produktrealisering [886059]);Stefan, Ioana [isn04] (Mälardalens universitet [886050], Akademin för innovation, design och teknik [886053], Innovation och produktrealisering [886059]);Ilg, Jakpb (CyberForum e.V., Haid-und-Neu-Strasse 18, 761 31 Karlsruhe,  Germany);Lepa, Reesi (Civitta Eesti, Riia 24a, 51010 Tartu, Estonia)","Problems and Answers When OrganisingInternational Innovation Contests in Cross-border Collaboration","Konferensbidrag","Refereegranskat","swe","","","","","","","Proceedings of XXXIV ISPIM Innovation Conference","","","2023","","","","","","","","9789526506937","","","","","","","urn:nbn:se:mdh:diva-63108","","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","","","","<p>In this study, we build on prior research to explore problems arising and answers attempted when an international innovation contest (IC) is organised by multiple organisations in cross-border collaboration. A Consortium involving ten science parks and one university developed a multistage IC, consisting of four phases: exploration, ideation, implementation and international market launch. This study focuses on the first two phases. The Consortium attractedparticipation from 300 challenge owners from twelve countries, generating 559 proposals by 318 SMEs from 36 countries. The empirical setting is explored in great detail. Data were collected through open-ended written questionnaires and field notes. Identified problems were related to four themes: collaboration, coordination, communication, and commitment. These could be further divided into internal and external problems. Practical implications and future research avenues are suggested.</p>","","","","","","","","","","","","","2023-06-12","2023-06-12","2023-06-13"
"873805","Klintberg, Lena [lkl28025] (Uppsala universitet [978], Teknisk-naturvetenskapliga vetenskapsområdet [1031], Tekniska sektionen [1032], Institutionen för teknikvetenskaper [1035], Mikrosystemteknik [5371]);Thornell, Greger [gth12095] (Uppsala universitet [978], Teknisk-naturvetenskapliga vetenskapsområdet [1031], Tekniska sektionen [1032], Institutionen för teknikvetenskaper [1035], Mikrosystemteknik [5371])","Som man frågar får man svar : studenter formulerar frågor och väljer lärstrategi","Konferensbidrag","Refereegranskat","swe","","","","","","","5:e Utvecklingskonferensen för Sveriges ingenjörsutbildningar","","","2015","","","Uppsala","","","","","","http://www.teknat.uu.se/utvecklingskonferens2015/;http://files.webb.uu.se/uploader/952/Proceedings.pdf#__utma=1.1471381985.1409122585.1448435318.1448437638.57&__utmb=1.4.10.1448437638&__utmc=1&__utmx=-&__utmz=1.1448280516.55.13.utmcsr=google|utmccn=%28organic%29|utmcmd=organic|utmctr=%28not%20provided%29&__utmv=-&__utmk=215388695","","","","","","urn:nbn:se:uu:diva-267624","","","lärstrategier;Blooms taxonomi;frågeformulering;mikro- och nanoteknik","Övrig annan teknik (21199)","Education","","","<p>Blooms taxonomi kategoriserar olika lärstrategierefter komplexitetsgrad. Nybörjare är faktafokuserade eftersomdet är mer krävande att analysera, bedöma och värderakunskaper. Valet av lärstrategi är situationsberoende ochfaktorer som motivation och nyfikenhet leder ofta till ett merkomplext angreppssätt. För att undersöka vad civilingenjörsstudentersom läser näst sista året själva spontant väljerför lärstrategier, fick 43 studenter läsa in ett antal artiklar somett moment i kursen Mikro- och nanoteknik I. Därefter ombadsde formulera frågor på materialet. I ett försök att aktivt påverkade lärstrategier som studenterna valde skulle frågorna bådeberöra sådant studenterna identifierade som värdefull kunskapsamt sådant artiklarna inte gav svar på men som de skulle viljaveta. Studenterna fick sedan klassificera frågorna enligt Bloomstaxonomi. För ett antal utvalda frågor jämfördes därefterklassificeringen med en som lärarkollegiet gjorde och resultatetblev att lärarna tenderade att ranka de enkla frågorna högre ochmer komplicerade frågor lägre jämfört med studenterna. I en uppföljningsstudie undersöktes om studenterna ansåg attuppgiften att själv få formulera frågor gett dem bättreförståelsen och fått dem att fundera mer över materialet jämfört med om de fått instuderingsuppgifter. Resultatet visar att praktiskt taget alla studenter spontantställt minst en fråga som de kategoriserat ibland de högsta komplexitetsnivåerna och som tillsammans täcker de inkomna frågorna de aspekter som lärarkollegiet anser är viktigt imaterialet. Vissa artiklar visade sig stimulera till frågor med högre komplexitet och det fanns ett tydligt samband som visadeatt mer komplexa frågor ställdes då svaren inte fanns imaterialet. Hela 68% av studenterna bedömde att metoden att själva få formulera frågor på materialet givit dem en bättre förståelse jämfört med om de fått färdiga frågor att besvara efter inläsningen. Frågorna visade sig också ge värdefull insikt i vad studenterna funderar på och är nyfikna att veta mer om, t ex aspekter rörande miljö, hälsa och ekonomi.</p>","","","","","","","","","","","","","2015-11-25","2015-11-25","2015-11-26"
"1012104","Knutsson, Sven [svek] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Geoteknologi [875041]);Jantzer, Isabel [isajan]","Freezing effects in a hydropower dam core in Sweden","Konferensbidrag","Refereegranskat","swe","","","","","","","Proceedings of the 8th International Symposium on Cold region Development ISCORD 2007 : September 25-27, 2007, Tampere, Finland","","","2007","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-38604","d0cbc290-88bb-11de-8da0-000ea68e967b","","","Geoteknik (20106)","Soil Mechanics","","Godkänd; 2007; 20090814 (svek)","<p>The hydropower embankment dam in Suorva, Sweden, is located in north of the Arctic Circle. The region is known for cold winters and severe wind conditions. The construction was completed in 1972 and has since then been exposed to a wide temperature range and low annual mean temperatures, leading to the presumption that the fine-grained frost susceptible moraine core of the embankment was exposed to cyclic freezing and thawing. The aim of this project was to find indications for freezing processes that affect the structure of the soil. The project included field investigations and a theoretical thermal analysis carried out with a commercial finite element program. Results from this analysis showed that the freezing plane advances to a maximum depth of 5 m from the top of the core. Hence, it may be possible that frost action affects the construction in its function as hydraulic barrier. Softening due to freeze/thaw can form initial soft part where internal erosion may be initiated thus causing weak points in the dam structure.</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2023-09-06"
"999994","Larsson, Cecilia (LKAB);Adolfsson, Göran (LKAB);Siikavaara, Johan (LKAB);Tano, Kent [ketaml];Pålsson, Bertil [palle] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Industriell miljö- och processteknik [875039])","Fraktionerad autogenmalning vid LKAB Kiruna : bättre malning?","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Konferens i mineralteknik","","","2004","","","","Föreningen Mineralteknisk Forskning / Swedish Mineral Processing Research Association","Meddelande från MinFo","0280-5480","","","","","","","","","urn:nbn:se:ltu:diva-26814","010a3420-b144-11db-bf9d-000ea68e967b","","","Metallurgi och metalliska material (20506)","Mineral Processing","","Godkänd; 2004; 20070122 (ysko)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"783007","Larsson, David [dln03] (Mälardalens högskola [327], Akademin för ekonomi, samhälle och teknik [11902], Framtidens energi [16450]) (Energi- och miljöteknik);Stridh, Bengt [bsh01] (Mälardalens högskola [327], Akademin för ekonomi, samhälle och teknik [11902], Framtidens energi [16450]) (Energi- och miljöteknik);Karlsson, Björn [bkn04] (Mälardalens högskola [327], Akademin för ekonomi, samhälle och teknik [11902], Framtidens energi [16450]) (Energi- och miljöteknik)","Solar Electricity in Swedish District Heating Areas : Effective Energy Measures in Apartment Buildings to Increase the Share of Renewable Energy in Europe","Konferensbidrag","Refereegranskat","swe","","","","","","","Proceedings from the 14th International Symposium on District Heating and Cooling","","","2014","","","Stockholm","Svensk Fjärrvärme","","","","978-91-85775-24-8","http://www.svenskfjarrvarme.se/Global/Konferenser/DHC14/Proceedings/16.2%20David%20Larsson%20SOLAR%20ELECTRICITY%20IN%20SWEDISH%20DISTRICT%20HEATING%20AREAS%20EFFECTIVE%20ENERGY%20MEASURES%20IN%20APARTMENT%20BUILDINGS.pdf","","","","","","urn:nbn:se:mdh:diva-26929","","","energy efficiency;renewable energy;photovoltaics;solar electricity;district heating;apartment buildings","Energiteknik (20304)","Energy- and Environmental Engineering","","","<p>To overcome the climate challenge is one of the greatest tasks of our time. In EU, renovating the existing building stock has been found an effective measure. In Swedish buildings with district heating, lowering heat demand could be questioned, because the energy used is mainly renewable bio energy or waste heat from industries. In addition many district heating systems cogenerate electricity, which could reduce the overall European greenhouse gas emissions.</p><p>The aim of this article is to find effective measures for Swedish apartment buildings, in order to increase the share of renewable energy in European energy consumption. As a basis we use a previous study of energy saving potentials in apartment buildings. Added to this we study the impact of heat savings in 30 of Sweden’s largest district heating systems.</p><p>The results show that on average heat reductions will lead to a decreased share of renewable energy, while electricity reductions will lead to an increased share of renewables. Of the investigated measures, using photovoltaics for local solar electricity generation has the largest potential.</p><p>Our conclusion is that using the potential of solar electricity production should be considered in national energy policy and future building requirements. Heat reduction, on the other hand, could have lower priority in district heating areas, at least for existing buildings.</p>","","","","","","","","","","","","","2014-12-16","2015-01-23","2015-02-23"
"813041","Larsson, L. Viktor [vicla25] (Linköpings universitet [276], Institutionen för ekonomisk och industriell utveckling [313], Fluida och mekatroniska system [8250]) (Linköpings universitet [276], Tekniska fakulteten [872902])","Modellering och simulering av en hydraulmekanisk power-splittransmission med två moder","Konferensbidrag","Refereegranskat","swe","","","","","","","","","","2015","","","","","","","","","","","","","","","urn:nbn:se:liu:diva-118087","","","Hydraulmekanisk transmission;Power-split;Hopsan;Modellering","Maskinteknik (203)","","","","<p>Strängare krav på lägre bränsleförbrukning och miljöpåverkan har lett till att tillverkare av tunga arbetsmaskiner i allt högre utsträckning ser sig om efter mer energieffektiva transmissioner. Som en konsekvens har komplexa hydraulmekaniska power-splittransmissioner blivit allt mer intressanta som alternativ till de mer traditionella koncepten. Genom att kombinera den klassiska hydrostaten med en mekanisk länk höjs verkningsgraden samtidigt som en kontinuerligt varierbar utväxling kan realiseras. Införandet av olika växelsteg (moder) gör transmissionen än mer mångsidig, samtidigt som designrymden utvidgas. Detta medför att modellering och simulering har blivit ett viktigt verktyg under utvecklingsprocessen, eftersom transmissionernas egenskaper kan studeras i detalj utan att behöva tillverka dyra prototyper. På så sätt kan viktiga beslut fattas, och slutsatser dras, i ett tidigt skede i utvecklingen. I denna artikel beskrivs hur både linjäriserade och olinjära modeller av en power-splittransmission med två moder för en traktorgrävare tagits fram. De olinjära modellerna har implementerats och simulerats i det Flumes-utvecklade simuleringsprogrammet Hopsan. Förslag ges på en enkel reglerstrategi, och ett antal viktiga slutsatser om konceptet kan dras och stå till grund för hur konceptet skall tas vidare i utvecklingsprocessen.</p>","","","","","","","","","","","","","2015-05-21","2015-05-21","2015-06-22"
"1082887","Larsson, Stefan [u1fgxkpa] (KTH [177], Skolan för arkitektur och samhällsbyggnad (ABE) [5850], Byggvetenskap [5857], Jord- och bergmekanik [5864]);Spross, Johan [u159wt1z] (KTH [177], Skolan för arkitektur och samhällsbyggnad (ABE) [5850], Byggvetenskap [5857], Jord- och bergmekanik [5864]);Bjureland, William [u1ido8sk] (KTH [177], Skolan för arkitektur och samhällsbyggnad (ABE) [5850], Byggvetenskap [5857], Jord- och bergmekanik [5864]);Ignat, Razvan [u1kyr3ar] (KTH [177], Skolan för arkitektur och samhällsbyggnad (ABE) [5850], Byggvetenskap [5857], Jord- och bergmekanik [5864])","Tar byggherrar geotekniska risker på allvar?","Konferensbidrag","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","","31","42","2017","","","","SGF - Svenska geotekniska föreningen","","","","","http://www.grundlaggningsdagen.nu/","","","","","","urn:nbn:se:kth:diva-203884","","","","Geoteknik (20106)","","","<p>QC 20170330</p>","<p>During the fall of 2015, the state owned property company Akademiska hus started the construction of a new education building on KTH:s Campus. Due to the astounding and poor management of geotechnical risks during construction, we have in two previous papers discussed our observations and the built in system error that we consider exists. In this paper, we go deeper into more technical questions and present the process that we ran parallel to the construction with responsible authorities and Akademiska hus. As can be seen in the paper, property developers, such as Akademiska hus, flaws symptomatically in their management of geotechnical risks simultaneously as responsible authorities acts neglectfully. The paper brings a serious lack of competence in light which must be scrutinized and treated with urgency.</p>;<p>Under hösten 2015 påbörjade Akademiska hus bygget av ett nytt undervisningshus på KTH:s Campus. Med anledning av den häpnadsväckande och bristfälliga hanteringen av geotekniska risker under byggnationen har vi i två tidigare artiklar diskuterat våra iakttagelser samt det inbyggda systemfel som vi anser finns. I denna artikel fördjupar vi oss i mer tekniska frågor och redovisar den process med ansvariga tillsynsmyndigheter samt Akademiska hus som vi drev parallellt med byggnationen. Som framgår av artikeln brister byggherrar som Akademiska hus symptomatiskt i sin hantering av geotekniska risker samtidigt som ansvariga tillsynsmyndigheter agerar försumligt. Artikeln påvisar en allvarlig kompetensbrist som måste ses över i alla led.</p>","","","","","","","","","","","","","2017-03-19","2017-03-19","2022-06-27"
"1001470","Leden, Lars [lale] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Arkitektur och vatten [875036]);Johansson, Charlotta [chjo]","Risken att skadas ökade efter den nya trafikregeln om väjningsplikt mot gående infördes : förslag till åtgärder för ökad säkerhet på övergångsställen","Konferensbidrag","Refereegranskat","swe","","","","","","","Referat från föredrag vid Transportforum® 2005 : Transportforum® 12-13 januari 2005","","","2005","","","Linköping","Statens väg- och transportforskningsinstitut, VTI","","","","","","","","","","","urn:nbn:se:ltu:diva-28275","204aa070-6f63-11dd-8151-000ea68e967b","","","Transportteknik och logistik (20105)","Traffic Engineering","","Godkänd; 2005; 20080821 (andbra)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1011143","Leden, Lars [lale] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Arkitektur och vatten [875036]);Johansson, Charlotta [chjo]","Risken att skadas ökade på markerade övergångsställen efter den nya trafikregeln om väjningsplikt mot gående vid övergångsställe i Sverige infördes : förslag till åtgärder","Konferensbidrag","Refereegranskat","swe","","","","","","","Trafikdage på Aalborg universitet 2004","","","2004","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-37645","bb941af0-48e1-11dd-a9fb-000ea68e967b","","","Transportteknik och logistik (20105)","Traffic Engineering","","Godkänd; 2004; 20080703 (andbra)","<p>In May 2000, the code governing the conduct of drivers at marked zebra crossings in Sweden became stricter to improve safety and mobility for pedestrians. Accident analysis based on a macro study of Sweden suggests that the injury risk in marked, not reconstructed zebra crossings increased by 27% for pedestrians and 19% for bicyclists. This means that reconstructions are needed for the effect of the change of code to be positive. An information campaign combined with physical countermeasures to encourage drivers to stop at least 5 m before marked zebra crossings is also suggested as well as a code change forbidding unsignalized marked zebra crossings where overtaking is possible, for example on streets with four lanes.</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2023-09-06"
"1008398","Leden, Lars [lale] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Arkitektur och vatten [875036]);Rosander, Peter [petros];Wikström, Per-Erik (Vägverket, Solna)","Ökade ombyggnaden av genomfarten E12 genom Storuman trafiksäkerhet och framkomlighet för barn, funktionshindrade och andra?","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Transportforum 2003 : sammanställning av föredrag vid forskardagarna i Linköping 8-9 januari 2003","620","642","2003","","","Linköping","","VTI konferens","1104-7267","1104-7267","","","","","","","","urn:nbn:se:ltu:diva-35146","98cf5340-69db-11db-8cbe-000ea68e967b","","","Transportteknik och logistik (20105)","Traffic Engineering","","Godkänd; 2003; 20061101 (ysko)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1001107","Lindell, Mats [mtli]","Val av utvärderingsmodell vid högre utbildning : erfarenheter från försöksverksamhet med Kvalificerad Yrkesutbildning","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Kvalitetskonferens 1998","","","1998","","","","Högskoleverket","","","","","","","","","","","urn:nbn:se:ltu:diva-27916","180880e0-c4fe-11dc-af05-000ea68e967b","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","Industrial Work Environment","","Godkänd; 1998; 20080117 (ysko)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1005628","Lindgren, Antony [atli] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Arbetsvetenskap [875019])","TQM : det senaste i ideologiseringen av högskolan","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","Kvalitetskonferens 1998","","","1998","","","","Högskoleverket","","","","","","","","","","","urn:nbn:se:ltu:diva-32394","6e57ed40-0dda-11dc-8745-000ea68e967b","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","Industrial Work Environment","","Godkänd; 1998; 20070529 (kirhon)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
